DQAID,WID,TSN,T7_1,T7_2,T7_3,T7_4,T7_5,T7_6,T7_7,T7_8,T7_9,T7_10,T7_11,LAST SYNC DATE
3318391859,10074918,1,5,1,1,4,1,1,1,5,2,2,2,18/10/2018,
3318433138,10073620,1,3,1,1,4,1,1,1,2,2,2,2,19/03/2019,
3418471570,10077297,1,5,1,1,11,1,6,1,4,2,1,2,04/12/2018,
3218785034,10072457,1,5,1,1,5,1,6,1,1,2,2,2,29/09/2018,
3318574912,10074228,1,4,1,1,5,2,1,3,12,2,2,2,04/01/2019,
3318553801,10075210,1,3,1,1,6,2,6,1,1,2,2,,15/03/2019,
3318583824,10074323,1,5,1,1,4,1,1,3,8,2,2,2,03/04/2019,
3318100770,10074609,1,1,1,1,9,1,6,3,16,2,2,2,27/10/2018,
3318284032,10074952,1,6,1,1,4,2,1,1,5,1,2,2,01/03/2019,
3318445786,10074138,1,4,1,1,4,2,1,3,8,1,2,2,11/10/2018,
3318580886,10082077,1,6,1,1,4,1,1,1,6,2,2,2,08/04/2019,
3318691912,10075190,1,2,1,1,10,2,6,1,5,2,2,,04/01/2019,
3418125923,10077359,1,2,1,1,9,1,6,1,4,2,1,1,14/02/2019,
3318417220,10074050,1,1,1,1,4,1,6,1,1,2,2,2,04/01/2019,
3218425246,10082242,1,5,1,1,4,2,1,1,5,1,2,2,25/04/2019,
3318884834,10073547,1,4,1,1,4,1,1,1,1,2,2,2,08/10/2018,
3318914846,10074519,1,3,1,1,2,1,6,1,5,2,1,2,04/01/2019,
3218903244,10071510,1,5,1,1,4,2,1,3,15,1,2,2,04/01/2019,
3318514760,10073954,1,5,1,1,4,2,1,3,39,2,2,2,30/10/2018,
3418561875,10077792,1,4,1,1,10,1,6,1,2,2,1,1,18/03/2019,
3418561875,10077792,2,4,1,1,9,1,6,3,24,2,1,2,22/03/2019,
3418853351,10077315,1,1,1,1,9,1,6,3,24,2,1,2,03/12/2018,
3418853351,10077315,2,2,1,1,9,1,6,1,2,2,1,2,04/03/2019,
3418631331,10077460,1,3,1,1,10,1,6,1,1,2,1,2,13/12/2018,
3216402170,10035760,1,3,1,1,9,1,6,3,8,2,1,2,24/05/2018,
3318334750,10073042,1,2,1,1,9,1,6,1,5,2,1,2,23/03/2019,
3315142875,10001022,1,2,1,1,11,1,6,3,11,2,1,2,04/01/2019,
3318644097,10080149,1,5,1,1,3,2,1,1,5,2,2,2,20/03/2019,
3318043548,10073298,1,4,1,1,4,2,1,3,14,2,2,2,06/10/2018,
3318757753,10082472,1,3,1,1,1,1,1,3,12,2,2,2,17/04/2019,
3318808821,10076020,1,5,1,1,5,2,1,1,5,2,2,2,29/10/2018,
3318832422,10073106,1,5,1,1,4,2,1,3,14,2,2,2,30/10/2018,
3315887455,10019738,1,5,1,1,2,1,6,1,4,1,1,2,29/12/2017,
3315679306,10019831,1,6,1,1,4,2,1,3,11,1,2,2,03/11/2018,
3315673474,10024840,1,4,1,1,9,1,6,1,5,1,1,2,09/04/2019,
3318405560,10074960,1,6,1,1,4,2,1,1,6,1,2,2,18/10/2018,
3318386177,10078401,1,5,1,1,4,1,1,1,1,2,2,2,11/02/2019,
3318600638,10073643,1,2,1,1,5,2,1,1,6,2,2,2,08/03/2019,
3318307414,10072966,1,5,1,1,2,2,6,1,6,2,2,1,21/04/2019,
3318452603,10073113,1,4,1,1,5,2,1,3,13,1,2,2,19/04/2019,
3318174315,10074540,1,5,1,1,4,2,1,1,4,2,2,2,27/10/2018,
3318104131,10082854,1,2,1,1,5,1,2,1,2,2,1,1,23/04/2019,
3216793625,10032170,1,6,1,1,4,2,1,1,1,2,2,2,04/04/2019,
3216286444,10031369,1,2,1,1,9,2,6,1,4,2,1,2,26/04/2019,
3418565284,10077296,1,1,1,1,9,1,6,1,5,2,1,2,06/04/2019,
3418361294,10077205,1,5,1,1,9,1,2,3,24,2,1,1,29/11/2018,
3318354463,10073623,1,5,1,1,2,2,1,3,12,2,2,2,04/01/2019,
3318609533,10073160,1,1,1,2,9,1,6,1,1,2,1,2,25/04/2019,
3318609533,10073160,,,,,,,,,,,,,25/04/2019,
3318608090,10075280,1,3,1,1,5,1,6,1,4,2,2,2,04/01/2019,
3318032193,10082068,1,6,1,1,3,1,1,3,8,2,2,2,08/04/2019,
3318526623,10075579,1,2,1,1,9,2,6,1,5,2,1,2,26/10/2018,
3318105288,10076444,1,2,1,1,12,1,4,3,12,2,1,1,25/04/2019,
3318439712,10078161,1,5,1,1,1,2,1,1,7,2,1,1,04/01/2019,
3418036580,10077244,1,5,1,1,5,1,1,3,8,2,2,2,01/03/2019,
3418734125,10077293,1,5,1,1,9,1,1,3,8,2,2,2,18/04/2019,
3418734125,10077293,2,1,1,1,2,1,6,1,4,2,1,2,03/12/2018,
3318201753,10074110,1,4,1,1,4,2,1,3,8,2,2,2,06/02/2019,
3318554347,10072792,1,5,1,1,1,2,1,3,39,2,2,2,11/01/2019,
3318087628,10076675,1,4,1,1,2,1,2,3,18,2,2,2,04/01/2019,
3318353781,10072775,1,6,1,1,4,1,1,3,11,2,2,2,04/01/2019,
3318591980,10078808,1,5,1,1,4,1,1,1,4,2,2,2,14/03/2019,
3318332818,10074459,1,6,1,1,1,2,1,1,3,2,2,2,10/04/2019,
3318039599,10073070,1,4,1,1,5,2,1,1,2,1,2,2,04/01/2019,
3318581348,10073111,1,4,1,1,1,2,1,3,14,1,2,2,04/01/2019,
3318780240,10073528,1,6,1,2,4,1,1,3,8,2,2,2,04/01/2019,
3318077156,10080461,1,3,1,1,10,2,2,1,4,2,2,2,19/02/2019,
3318086266,10073658,1,3,1,1,6,2,1,3,12,2,2,2,04/01/2019,
3318970508,10075462,1,5,1,1,4,2,1,1,7,2,2,2,11/04/2019,
3117423776,10081690,1,4,1,1,1,1,1,3,8,2,2,2,30/03/2019,
3318607826,10074914,1,2,1,1,9,2,1,1,2,2,2,2,04/11/2018,
3318896110,10075855,1,5,1,1,4,2,1,1,3,1,2,2,28/10/2018,
3318871476,10076390,1,3,1,1,5,2,2,1,5,2,1,2,12/03/2019,
3318882552,10078630,1,5,1,1,4,1,1,1,5,2,2,2,12/01/2019,
3418231852,10077678,1,4,1,1,10,1,2,1,1,2,1,1,22/12/2018,
3217580401,10066159,1,,1,1,4,2,1,3,21,2,,,25/03/2019,
3218925234,10077295,1,5,1,1,2,1,1,3,15,2,2,2,04/12/2018,
3318602500,10076336,1,4,1,1,4,2,1,3,40,1,2,2,04/01/2019,
3318980834,10073986,1,4,1,1,4,2,1,1,4,1,2,2,11/10/2018,
3318261888,10072936,1,5,1,1,5,1,1,1,6,2,2,,02/03/2019,
3318921351,10074417,1,2,1,1,2,1,6,1,4,2,1,2,27/02/2019,
3217604415,10053426,1,6,1,1,5,2,1,3,36,1,2,2,29/12/2017,
3217604889,10063714,1,4,1,1,5,1,2,1,6,2,2,,07/01/2019,
3318192347,10072838,1,5,1,1,2,1,1,3,12,2,2,1,20/03/2019,
3318423077,10074988,1,3,1,1,5,1,2,3,12,2,1,1,20/03/2019,
3318744151,10082748,1,2,1,1,9,1,6,3,8,2,2,2,22/04/2019,
3318304261,10072794,1,6,1,1,4,1,2,3,8,2,2,2,04/10/2018,
3318480115,10075602,1,4,1,1,5,1,6,3,16,2,,1,26/10/2018,
3217612561,10076679,1,3,1,1,5,1,6,3,14,2,2,2,04/01/2019,
3217613329,10077112,1,5,1,1,5,1,1,1,5,2,2,2,04/01/2019,
3218997448,10081162,1,6,1,1,4,1,1,3,15,2,2,2,14/03/2019,
3216134278,10034813,1,5,1,1,4,1,1,3,11,2,2,2,29/12/2017,
3216464933,10034286,1,6,1,1,1,1,1,1,5,2,2,2,23/12/2017,
3318371315,10075267,1,2,1,1,9,1,6,3,16,2,2,2,25/01/2019,
3318500791,10074087,1,5,1,1,4,2,1,1,6,1,2,2,18/03/2019,
3318360023,10074239,1,,1,1,,2,1,3,12,2,,,04/01/2019,
3217993074,10053797,1,4,1,1,5,2,1,3,18,2,1,1,20/02/2019,
3318687973,10076570,1,2,1,1,7,1,6,1,4,2,2,,04/01/2019,
3318687973,10076570,2,2,1,1,4,2,1,1,4,,,,21/02/2019,
3318220795,10076933,1,4,1,1,9,2,6,1,5,2,2,2,10/04/2019,
3318535656,10076180,1,2,1,2,4,2,9,3,12,1,2,2,30/10/2018,
3218034476,10082428,1,2,1,1,11,1,6,1,4,2,1,1,16/04/2019,
3417453303,10076643,1,4,1,1,4,1,1,1,5,2,2,,04/01/2019,
3218364990,10073791,1,5,1,1,5,2,1,3,13,2,2,2,24/10/2018,
3318531603,10072977,1,4,1,1,7,1,2,1,2,2,1,1,04/10/2018,
3318860126,10073521,1,2,1,1,5,2,1,1,3,2,2,2,13/02/2019,
3318397315,10073445,1,4,1,1,5,1,1,3,8,2,2,2,30/03/2019,
3318721833,10075528,1,4,1,1,5,1,6,1,4,2,2,2,25/10/2018,
3418724381,10077486,1,2,1,1,9,1,6,1,5,2,1,1,14/12/2018,
3218229590,10072763,1,5,1,1,4,2,1,3,13,2,2,2,24/04/2019,
3218203959,10073883,1,6,1,1,1,2,1,3,13,1,2,2,10/10/2018,
3418697405,10080015,1,3,1,1,8,1,2,3,11,2,2,2,06/12/2018,
3318333467,10074199,1,5,1,1,5,1,1,3,28,2,2,2,27/04/2019,
3218615422,10080555,1,4,1,1,9,1,2,1,2,2,2,2,21/02/2019,
3218064117,10081678,1,5,1,1,4,2,1,1,2,1,2,2,09/04/2019,
3218738922,10080857,1,2,1,1,4,1,1,3,8,2,2,2,27/03/2019,
3315408044,10003877,1,4,1,1,4,1,1,3,11,1,2,2,10/04/2019,
3315497534,10019881,1,5,1,1,1,2,1,1,3,1,2,2,25/01/2019,
3418889448,10077176,1,1,1,1,9,1,6,3,8,2,1,2,29/11/2018,
3418889448,10077176,2,4,1,1,2,1,1,3,8,2,2,,29/11/2018,
3318061914,10075401,1,6,1,1,10,1,6,1,2,2,2,2,24/10/2018,
3217596436,10069756,1,6,1,1,4,2,1,1,1,2,2,2,04/04/2019,
3217597967,10055540,1,3,1,1,7,1,1,1,3,2,2,2,17/10/2018,
3318371315,10075267,2,5,1,1,5,2,1,3,16,2,2,2,25/01/2019,
3318517558,10073320,1,5,1,1,1,1,1,1,4,2,2,2,11/04/2019,
3218037364,10073233,1,5,1,1,6,2,1,3,15,1,2,2,24/04/2019,
3218545982,10075624,1,2,1,1,9,1,6,3,26,2,1,2,20/02/2019,
3218054377,10074786,1,5,1,1,1,2,1,1,2,2,2,2,08/02/2019,
3218215628,10075971,1,5,1,1,6,2,1,1,5,2,2,2,09/03/2019,
3218407597,10081805,1,3,1,1,6,2,1,3,8,2,2,2,02/04/2019,
3218348776,10073405,1,,2,,3,2,1,1,3,2,,,31/01/2019,
3218405627,10072622,1,5,1,1,4,2,1,1,4,2,,2,24/04/2019,
3218189479,10073865,1,2,1,1,4,1,1,3,13,2,2,2,04/01/2019,
3218175960,10074014,1,2,1,1,4,2,1,3,13,1,2,2,11/10/2018,
3218238555,10073856,1,5,1,1,5,2,1,3,13,1,,,04/01/2019,
3218247499,10076053,1,5,1,1,4,1,1,1,1,2,2,2,11/04/2019,
3218603195,10075058,1,5,1,1,4,1,1,3,13,2,2,2,10/04/2019,
3218598388,10074195,1,6,1,1,6,1,1,3,43,2,1,1,04/01/2019,
3218955925,10074115,1,6,1,1,7,1,1,3,43,2,1,1,04/01/2019,
3218245230,10075976,1,5,1,1,4,2,1,3,28,1,2,2,29/10/2018,
3218894421,10074497,1,5,1,1,4,2,1,3,40,2,2,2,06/04/2019,
3217507045,10053291,1,4,1,1,4,2,1,1,6,2,2,2,29/12/2017,
3217510448,10064882,1,2,1,1,10,1,6,1,1,2,1,2,05/04/2019,
3217511667,10058893,1,3,1,1,4,2,1,3,8,1,2,2,11/04/2019,
3217573072,10054052,1,5,1,1,4,2,1,1,9,2,2,2,20/03/2019,
3217523423,10069802,1,,1,1,,1,2,1,2,2,,,30/08/2018,
3217528185,10054789,1,5,1,1,5,1,1,3,8,2,2,2,10/02/2018,
3217999700,10055441,1,3,1,1,1,2,1,3,8,1,2,2,30/03/2018,
3218324461,10072421,1,6,1,1,2,1,9,1,5,2,1,2,15/04/2019,
3315829295,10024938,1,4,1,1,4,1,1,3,12,2,2,2,29/12/2017,
3216864055,10035404,1,3,1,1,4,1,6,1,1,2,1,2,25/04/2019,
3218168976,10075974,1,5,1,1,4,1,1,1,6,2,,,29/10/2018,
3218611894,10074556,1,,1,,4,2,1,3,13,2,,,15/10/2018,
3218755988,10077206,1,6,1,1,4,2,1,3,12,2,2,2,04/01/2019,
3218120539,10076896,1,5,1,1,2,2,1,1,5,1,1,1,04/01/2019,
3217560618,10065180,1,2,1,1,8,2,6,3,16,2,1,1,20/09/2018,
3217561690,10068537,1,,1,1,,2,1,3,12,2,,,20/02/2019,
3218244059,10077099,1,6,1,1,4,2,9,3,8,1,2,2,04/01/2019,
3218234505,10071357,1,6,1,1,4,2,1,1,4,2,2,2,21/09/2018,
3218311733,10073005,1,3,1,1,5,1,2,3,16,2,2,2,02/01/2019,
3218324227,10073240,1,6,1,2,4,1,1,3,15,2,2,2,04/01/2019,
3218921652,10075270,1,2,1,1,9,1,1,1,2,2,2,2,17/10/2018,
3218019713,10076510,1,3,1,1,3,1,6,3,18,2,2,2,30/03/2019,
3218607233,10077307,1,,1,,4,2,1,3,15,2,,,04/01/2019,
3217150835,10068620,1,5,1,1,3,1,1,3,12,2,2,2,04/01/2019,
3218599589,10076152,1,6,1,1,5,2,1,3,12,1,2,2,30/10/2018,
3218221539,10081523,1,5,1,1,4,2,1,3,13,2,2,2,27/03/2019,
3217154555,10058405,1,3,1,1,4,2,1,3,26,2,2,2,28/02/2018,
3217154747,10053507,1,3,1,1,9,1,6,1,2,2,1,2,02/05/2018,
3217157465,10063324,1,3,1,1,4,1,4,1,5,2,1,1,04/01/2019,
3217160499,10065601,1,2,1,1,10,1,6,3,11,2,1,1,11/02/2019,
3217160879,10053537,1,6,1,1,6,2,1,3,14,1,2,2,11/03/2019,
3217172047,10054317,1,5,1,1,4,2,1,3,8,2,2,2,22/02/2018,
3217190764,10072766,1,5,1,1,2,2,1,1,6,2,2,2,04/01/2019,
3217193721,10062763,1,2,1,1,10,1,1,1,2,2,1,1,17/08/2018,
3217196677,10076826,1,6,1,1,4,2,1,1,6,1,2,2,07/01/2019,
3117766918,10057828,1,5,1,1,5,2,1,1,4,2,2,2,11/05/2018,
3217200116,10066700,1,6,1,1,4,2,1,3,8,1,2,2,12/07/2018,
3217203987,10054937,1,5,1,1,6,2,1,1,4,2,2,2,16/04/2019,
3217206384,10055305,1,3,1,1,5,1,2,3,33,2,2,2,11/04/2019,
3217207074,10060790,1,3,1,1,9,1,6,1,3,2,2,2,02/05/2018,
3217212348,10054191,1,5,1,1,4,1,1,3,8,2,2,2,29/12/2017,
3217212446,10071443,1,5,1,1,2,2,1,3,8,1,2,2,21/09/2018,
3217218559,10058820,1,4,1,1,4,2,1,3,8,2,2,2,03/09/2018,
3117784133,10057301,1,4,1,1,5,1,1,3,8,2,1,1,30/06/2018,
3117023464,10081022,1,4,1,1,5,1,6,1,7,2,1,2,08/03/2019,
3218213674,10072734,1,3,1,1,8,2,2,1,2,2,1,1,19/04/2019,
3218250693,10073263,1,4,1,1,4,1,1,3,15,2,2,2,04/01/2019,
3218981815,10081768,2,5,1,1,4,1,1,1,2,2,2,2,30/03/2019,
3218635311,10074908,1,4,1,1,2,1,1,1,2,2,2,2,18/10/2018,
3217574789,10070082,1,5,1,1,2,2,1,1,5,2,2,2,04/01/2019,
3217163691,10056063,1,5,1,2,1,2,1,1,1,2,2,2,18/03/2019,
3217541805,10065262,1,4,1,1,7,1,6,3,16,2,1,2,06/01/2019,
3217542515,10067831,1,5,1,1,4,2,1,1,2,2,2,2,02/08/2018,
3217178850,10069476,1,5,1,1,4,1,1,1,2,2,2,2,24/08/2018,
3315935960,10024800,1,1,1,1,9,1,6,1,1,1,1,2,02/05/2018,
3217554966,10064989,1,,1,1,,2,1,3,21,2,,,07/08/2018,
3218346245,10081140,1,6,1,1,2,2,8,1,4,1,1,1,14/03/2019,
3217555725,10052456,1,5,1,1,5,2,1,3,13,2,2,2,10/07/2018,
3217176973,10054078,1,5,1,1,4,1,1,3,8,2,2,2,07/03/2019,
3217139879,10064023,1,6,1,1,9,2,1,1,4,2,2,2,23/05/2018,
3217144979,10057137,1,3,1,,4,2,1,3,13,2,2,2,25/04/2019,
3217150531,10058991,1,3,1,1,3,2,6,1,6,1,2,2,01/03/2019,
3217167293,10055314,1,5,1,1,6,2,1,3,11,2,2,2,20/04/2018,
3217174806,10076996,1,6,1,1,4,2,9,1,4,1,2,2,04/01/2019,
3117754208,10068755,1,4,1,1,5,1,2,1,1,2,1,1,18/03/2019,
3117755617,10063974,1,6,1,1,4,2,1,3,12,2,2,2,20/02/2019,
3217353203,10076485,1,5,1,1,4,1,1,1,5,2,2,2,27/02/2019,
3217358333,10069244,1,6,1,1,5,2,1,3,8,1,2,2,06/03/2019,
3217364757,10075836,1,4,1,1,3,2,1,1,6,2,,2,09/03/2019,
3217364798,10064842,1,5,1,1,4,1,1,3,26,2,2,2,08/03/2019,
3217366785,10069458,1,5,1,1,4,1,1,1,1,2,2,2,24/08/2018,
3217369316,10053658,1,3,1,1,4,2,2,3,12,2,1,2,29/12/2017,
3217372541,10053148,1,4,1,1,4,1,6,3,12,2,2,2,29/12/2017,
3217373538,10069483,1,5,1,1,3,1,1,1,2,2,2,2,06/12/2018,
3217376276,10063789,1,5,1,1,5,2,1,3,8,2,2,2,26/12/2018,
3217376471,10064967,1,4,1,2,1,2,1,1,2,2,2,2,06/04/2019,
3217377459,10058959,1,5,1,1,4,2,1,1,1,2,2,2,02/03/2019,
3117822992,10059468,1,4,1,1,4,2,1,1,1,2,2,2,04/01/2019,
3117832120,10064032,1,5,1,1,4,1,1,3,13,2,2,2,28/05/2018,
3117772232,10064504,1,2,1,1,9,1,6,1,2,2,1,2,06/02/2019,
3117772232,10064504,2,1,1,1,10,1,6,1,4,2,1,1,04/06/2018,
3117772232,10064504,3,4,1,1,5,1,2,1,3,2,1,2,06/02/2019,
3117782718,10055077,1,4,1,1,3,2,1,3,8,2,2,2,22/04/2019,
3217324456,10058244,1,6,1,1,4,1,1,1,4,2,2,2,17/04/2019,
3217379648,10081468,1,2,1,1,1,2,1,1,6,1,2,2,26/03/2019,
3217385093,10055129,1,5,1,1,3,1,1,1,2,2,2,2,24/01/2019,
3117795669,10057514,1,5,1,1,9,1,6,3,8,2,2,2,04/01/2019,
3217325220,10067654,1,5,1,1,4,2,1,3,13,2,2,2,19/02/2019,
3217327688,10059401,1,5,1,1,4,2,1,1,6,2,2,2,28/02/2019,
3217329578,10064667,1,2,1,1,9,1,6,3,8,2,2,2,04/03/2019,
3217386042,10060855,1,4,1,1,5,1,1,1,5,2,2,2,07/05/2018,
3217386265,10054993,1,6,1,1,4,2,1,1,5,2,2,2,10/04/2019,
3218030767,10075629,1,6,1,2,4,2,1,3,11,2,2,2,26/10/2018,
3217337948,10056889,1,4,1,1,9,1,1,1,2,2,2,2,02/05/2018,
3217393299,10066915,1,6,1,1,1,1,1,1,3,2,2,2,18/10/2018,
3217395568,10067833,1,6,1,1,5,1,1,1,6,2,2,2,13/02/2019,
3217119015,10054953,1,4,1,1,9,2,2,3,11,2,2,2,02/05/2018,
3217122310,10064158,1,5,1,1,5,,1,3,12,2,,,04/01/2019,
3217123079,10054222,1,4,1,1,4,1,1,1,3,2,2,2,29/12/2017,
3217400152,10072473,1,4,1,1,3,2,1,1,5,2,2,2,25/04/2019,
3217403120,10070431,1,5,1,1,4,2,1,3,11,2,2,2,15/04/2019,
3218855996,10074364,1,5,1,1,4,1,1,3,13,2,2,2,13/10/2018,
3218765667,10077182,1,4,1,1,4,1,1,3,40,2,2,2,04/01/2019,
3218463270,10080789,1,5,1,1,5,2,1,1,5,1,2,2,28/02/2019,
3217339752,10053311,1,5,1,1,2,2,1,3,11,2,2,2,10/09/2018,
3217409073,10061148,1,2,1,1,,2,1,3,21,2,,,26/03/2019,
3218020136,10071910,1,6,1,1,5,2,1,1,3,1,2,2,22/02/2019,
3217133628,10058864,1,5,1,1,4,2,1,1,6,2,2,2,30/03/2019,
3218803013,10080799,1,5,1,1,4,1,1,3,40,2,2,2,31/03/2019,
3218295017,10076439,1,4,1,1,9,1,6,1,6,2,1,1,04/01/2019,
3216764696,10032304,1,3,1,1,2,1,1,3,12,2,2,,29/12/2017,
3216188919,10032648,1,3,1,1,4,1,1,1,1,2,2,,29/12/2017,
3216767792,10033275,1,3,1,1,4,1,1,1,5,2,2,,29/12/2017,
3216067615,10032254,1,3,1,1,9,1,6,1,4,2,2,,22/04/2019,
3218204761,10080806,1,4,1,1,5,1,1,1,3,2,2,2,18/04/2019,
3218872171,10071958,1,5,1,1,4,2,1,3,16,2,2,2,30/11/2018,
3318595712,10075788,1,4,1,1,4,2,1,3,8,1,2,2,14/11/2018,
3117824318,10053884,1,5,1,1,4,2,1,1,3,2,2,2,29/12/2017,
3117832438,10059495,1,2,1,1,9,1,6,3,8,2,1,1,02/05/2018,
3117832438,10059495,2,5,1,1,9,1,2,3,8,2,2,2,11/03/2019,
3117832438,10059495,3,4,1,1,9,1,2,3,8,2,2,2,02/05/2018,
3117778203,10057849,1,5,1,1,7,2,1,1,4,2,1,2,29/12/2017,
3217222076,10055487,1,3,1,1,5,1,2,1,3,2,2,2,29/12/2017,
3217330861,10060287,1,2,1,1,5,1,6,3,21,2,2,2,05/02/2019,
3218639838,10077061,1,6,1,1,4,2,1,3,39,1,2,2,16/02/2019,
3117813352,10063970,1,5,1,1,5,1,6,3,13,2,2,2,28/03/2019,
3117818280,10063192,1,5,1,1,4,1,1,3,13,2,2,,24/07/2018,
3216337527,10035692,1,5,1,1,3,2,1,3,13,2,2,2,29/12/2017,
3216089857,10035589,1,4,1,1,9,1,2,1,4,2,1,1,01/04/2019,
3218759574,10075232,1,4,1,1,10,2,6,3,13,2,2,2,27/03/2019,
3217411689,10081174,1,1,1,1,8,1,2,3,8,2,1,2,15/03/2019,
3216025044,10035561,1,6,1,1,3,1,2,3,14,2,2,2,30/11/2018,
3318662740,10074142,1,2,1,1,4,1,1,3,8,2,1,2,27/02/2019,
3318410843,10073006,1,6,1,1,4,1,1,1,5,2,2,2,04/10/2018,
3217807099,10066316,1,4,1,1,4,2,1,1,2,2,2,2,30/06/2018,
3217807799,10065069,1,4,1,1,2,2,1,1,6,1,2,2,03/01/2019,
3216163524,10035657,1,4,1,1,9,1,6,1,5,2,2,2,11/04/2019,
3315357135,10007669,1,2,1,1,3,1,6,1,5,2,1,2,29/12/2017,
3315429665,10003544,1,5,1,1,2,1,1,1,2,2,2,2,25/02/2019,
3315824243,10004370,1,4,1,1,4,1,1,3,13,2,2,2,29/12/2017,
3315037525,10004225,1,6,1,1,4,2,1,3,8,1,2,2,29/12/2017,
3315275990,10009647,1,2,1,1,10,1,6,3,11,2,1,2,02/05/2018,
3315240596,10004362,1,4,1,1,9,1,6,1,1,1,1,2,16/02/2019,
3315483916,10007844,1,3,1,1,9,1,6,3,14,1,1,2,02/05/2018,
3315716276,10009249,1,3,1,1,9,1,2,3,13,2,1,2,02/05/2018,
3218785003,10074193,1,5,1,1,2,2,1,1,6,1,2,2,04/01/2019,
3315838915,10012840,1,6,1,1,4,2,1,1,1,2,2,2,05/04/2019,
3218081313,10072629,1,3,1,1,4,2,1,1,2,1,2,2,17/10/2018,
3218620893,10080855,1,6,1,1,4,2,1,3,8,1,2,2,27/03/2019,
3315259458,10011301,1,5,1,1,5,1,2,1,1,2,1,2,22/02/2019,
3315386519,10003982,1,5,1,1,4,2,1,3,8,1,2,2,30/01/2018,
3315400209,10007891,1,4,1,1,9,1,6,3,14,2,1,2,05/09/2018,
3315392530,10008068,1,4,1,1,9,1,2,1,4,1,1,1,08/06/2018,
3315733606,10006485,1,6,1,1,4,2,1,3,13,2,2,2,29/12/2017,
3315235317,10008802,1,5,1,1,9,1,6,3,12,1,1,2,03/12/2018,
3315074034,10009794,1,4,1,1,10,1,2,3,13,2,1,2,02/05/2018,
3315254294,10008512,1,3,1,1,5,1,1,1,5,2,2,2,03/03/2019,
3315657195,10003731,1,2,1,1,9,1,6,1,4,1,1,1,04/01/2019,
3315968713,10007306,1,3,1,1,9,1,6,3,13,2,1,2,02/05/2018,
3315137936,10007213,1,2,1,1,9,1,6,1,4,2,1,2,29/11/2018,
3315184148,10009090,1,5,1,1,9,1,2,3,14,2,1,2,02/05/2018,
3315184148,10009090,2,3,1,,9,1,2,3,14,2,1,2,06/09/2018,
3315138812,10003902,1,6,1,1,4,2,1,1,4,1,2,2,09/03/2019,
3218329661,10075539,1,5,1,1,5,2,1,3,15,2,2,2,25/10/2018,
3218386786,10075048,1,1,1,1,2,1,6,3,18,2,2,2,04/01/2019,
3217905774,10079297,1,6,1,1,1,2,1,3,23,2,2,2,02/02/2019,
3217907357,10055403,1,6,1,1,4,1,1,3,15,2,2,2,29/12/2017,
3217907989,10071253,1,4,1,1,5,1,1,1,5,2,2,2,20/09/2018,
3417400849,10074518,1,2,1,1,2,1,6,1,7,1,2,2,17/03/2019,
3315236532,10007641,1,4,1,1,9,1,2,1,4,1,2,2,19/05/2018,
3315612576,10013346,1,6,1,1,9,1,6,1,5,2,1,1,02/04/2019,
3315547152,10012690,1,5,1,1,4,1,1,1,4,2,2,2,17/07/2018,
3218192101,10074506,1,5,1,2,4,1,1,3,8,2,2,2,14/10/2018,
3318861102,10072911,1,4,1,1,4,2,1,3,8,1,2,2,04/01/2019,
3315145951,10006410,1,4,1,1,1,1,1,1,5,2,2,2,23/01/2019,
3315736782,10012780,1,5,1,1,4,1,1,3,13,2,,,04/01/2019,
3315406325,10020252,1,5,1,1,1,2,1,1,3,2,2,2,06/09/2018,
3315310113,10012778,1,6,1,1,4,2,1,3,8,2,2,2,16/02/2018,
3315692831,10023960,1,2,1,1,9,1,6,3,8,2,1,2,01/02/2019,
3315231762,10023958,1,6,1,1,4,1,1,1,5,2,2,2,29/12/2017,
3315754903,10024976,1,2,1,1,9,1,6,1,5,1,1,1,02/05/2018,
3315679291,10012191,1,5,1,1,9,1,6,3,11,2,1,2,22/04/2019,
3315896335,10014403,1,6,1,1,4,1,1,3,12,2,2,2,21/10/2018,
3315242384,10012656,1,6,1,1,2,2,1,1,4,2,,,23/02/2019,
3315564458,10025700,1,2,1,1,5,1,2,3,11,2,2,2,07/12/2018,
3318133808,10078044,1,5,1,1,4,1,1,1,4,2,2,2,04/01/2019,
3217885153,10054624,1,3,1,1,4,2,1,3,15,1,2,2,29/12/2017,
3217908594,10079252,1,4,1,1,4,1,1,3,23,2,2,2,15/02/2019,
3217910046,10068157,1,4,1,1,6,2,1,1,3,1,2,2,08/04/2019,
3315771937,10012685,1,2,1,1,4,1,2,1,4,2,1,2,03/04/2019,
3315401197,10013241,1,6,1,1,2,2,1,1,5,2,2,2,19/10/2018,
3318026942,10074886,1,6,1,1,4,2,1,1,5,1,2,2,02/04/2019,
3318329920,10072997,1,4,1,1,4,2,1,1,6,2,2,2,04/01/2019,
3218390988,10071899,1,6,1,1,3,1,1,3,8,2,2,2,04/01/2019,
3318503211,10077900,1,4,1,1,5,2,1,1,5,2,2,2,09/01/2019,
3318698062,10073504,1,2,1,1,5,1,2,1,4,2,2,2,25/03/2019,
3318391062,10072498,1,5,1,1,3,2,1,1,5,2,2,2,06/04/2019,
3318213239,10073228,1,6,1,1,5,2,1,1,6,1,2,1,19/04/2019,
3318406235,10073831,1,6,1,1,8,1,6,1,4,2,2,2,29/11/2018,
3318213832,10073219,1,5,1,1,1,1,1,1,2,2,2,2,19/02/2019,
