DQAID,WID,TSN,T7_1,T7_2,T7_3,T7_4,T7_5,T7_6,T7_7,T7_8,T7_9,T7_10,T7_11,LAST SYNC DATE
3117105905,10065300,1,2,1,1,5,2,1,3,12,2,2,2,20/02/2019,
3316134153,10055963,1,6,1,1,4,1,1,3,13,2,2,2,13/03/2019,
3316018988,10066546,1,5,1,1,4,2,1,3,18,2,2,2,04/03/2019,
3316003838,10044544,1,2,1,1,2,2,1,3,14,1,,,23/12/2017,
3216967158,10052958,1,5,1,1,5,2,1,3,16,2,2,2,13/01/2018,
3216901488,10046748,1,,,1,5,2,1,1,3,2,,,24/02/2019,
3117590259,10044856,1,6,1,2,4,2,1,1,3,2,2,2,23/12/2017,
3117903752,10052087,1,4,1,1,4,2,1,3,12,2,2,2,21/06/2018,
3117780140,10070470,1,5,1,1,5,1,1,3,42,2,2,2,28/03/2019,
3117658343,10069472,1,4,1,1,5,1,2,3,12,2,2,2,13/03/2019,
3117042124,10051698,1,6,1,1,5,1,1,3,40,2,2,2,23/02/2018,
3216796791,10056500,2,4,1,1,9,2,6,3,13,2,1,2,02/05/2018,
3316210941,10070343,1,6,1,1,4,2,1,3,11,2,2,2,12/04/2019,
3316625932,10061658,1,3,1,1,3,1,2,3,11,2,1,2,02/11/2018,
3216316749,10068861,1,3,1,1,9,1,1,1,1,2,1,1,05/03/2019,
3216894296,10056114,1,4,1,1,4,1,1,1,1,2,2,2,03/04/2018,
3117990844,10059906,1,,1,1,,2,2,3,15,2,,,03/02/2018,
3117413471,10063462,1,3,1,1,9,1,6,3,15,2,1,2,18/05/2018,
3316892997,10058888,1,5,1,1,4,2,9,1,3,2,2,2,15/03/2019,
3117161597,10058929,1,3,1,1,10,1,6,1,5,2,1,1,02/05/2018,
3216680746,10045077,1,3,1,1,5,1,6,3,34,2,2,2,23/12/2017,
3216247970,10058082,1,3,1,1,7,1,2,3,12,2,2,2,04/01/2019,
3216240363,10065863,1,3,1,1,4,1,1,3,12,2,2,2,19/06/2018,
3316222333,10070235,1,6,1,1,3,2,6,3,8,2,2,2,10/03/2019,
3117595297,10060632,1,2,1,1,7,1,6,1,4,2,1,2,04/02/2019,
3216759454,10042901,1,5,1,1,5,2,1,3,16,2,,,08/03/2018,
3117230163,10042896,1,6,1,1,4,1,1,1,4,2,2,2,23/12/2017,
3316270087,10082431,1,3,1,1,9,1,6,3,14,2,1,2,16/04/2019,
3316721214,10042090,1,6,1,1,4,2,1,1,5,2,2,2,13/02/2018,
3117211276,10061480,1,6,1,1,4,1,1,3,15,2,2,2,04/06/2018,
3117399219,10052203,1,3,1,1,4,2,1,1,1,2,2,2,23/12/2017,
3117527823,10057326,1,4,1,1,5,1,1,3,8,2,2,2,06/11/2018,
3117688949,10042200,1,5,1,1,4,2,1,1,3,2,2,2,18/07/2018,
3117212432,10043818,1,2,1,1,4,1,2,1,4,2,2,2,21/02/2018,
3117275072,10077185,1,5,1,1,4,2,1,1,6,2,2,2,04/01/2019,
3117772253,10056827,1,5,1,1,4,1,1,3,13,2,2,2,09/03/2019,
3117546818,10049473,1,2,1,1,10,1,4,3,8,2,1,2,07/02/2019,
3117096641,10062899,1,,1,1,,2,6,3,26,2,,,26/11/2018,
3117345325,10060948,1,,1,1,,2,1,3,8,2,,,11/02/2019,
3216573322,10055287,1,6,1,1,3,2,1,3,13,2,2,2,11/08/2018,
3216183016,10056047,1,4,1,1,5,1,2,1,4,2,1,2,08/04/2018,
3117878093,10052706,1,5,1,1,9,1,6,3,15,2,1,2,02/05/2018,
3117769133,10055488,1,3,1,1,9,1,6,3,11,2,1,2,02/05/2018,
3117756004,10053123,1,3,1,1,4,1,6,1,2,2,2,2,07/03/2019,
3316491400,10061136,1,3,1,1,4,1,1,3,18,1,1,1,15/09/2018,
3117608587,10050088,1,3,1,1,5,2,1,3,15,2,2,,07/04/2018,
3117185976,10057405,1,6,1,1,5,2,1,1,5,2,2,2,23/12/2017,
3216183971,10057277,1,3,1,1,2,2,1,3,12,2,2,2,04/01/2019,
3216317844,10058909,1,3,1,1,3,2,1,3,12,2,2,2,23/12/2017,
3216317844,10058909,2,1,1,1,4,2,6,3,12,2,1,2,23/12/2017,
3316578395,10071303,1,4,1,1,9,2,6,3,11,1,1,2,05/04/2019,
3316447656,10043346,1,4,1,1,5,2,1,3,13,2,2,,13/02/2018,
3316830049,10041841,1,5,1,1,2,2,1,1,3,2,2,2,10/04/2019,
3316431812,10048163,1,5,1,2,4,1,1,3,13,2,1,1,07/07/2018,
3316506212,10042913,1,6,1,1,1,2,1,3,14,2,,,08/04/2019,
3316539731,10044043,1,6,1,1,99,2,1,1,1,2,2,2,23/12/2017,
3316310916,10082435,1,4,1,1,7,1,2,3,14,2,2,2,17/04/2019,
3316180421,10044443,1,5,1,1,9,1,2,3,11,1,,,29/06/2018,
3316431798,10043495,1,6,1,1,5,1,8,3,31,2,,,14/08/2018,
3316432374,10076965,1,6,1,1,4,1,1,3,11,2,2,2,04/01/2019,
3316818452,10047350,1,1,1,1,9,1,6,3,11,2,1,,02/05/2018,
3117234578,10044430,1,3,1,1,9,1,6,3,15,2,1,2,12/04/2019,
3117500742,10060423,1,6,1,1,4,1,1,3,15,2,2,2,25/04/2019,
3117562768,10068515,1,6,1,1,3,2,1,1,4,2,2,2,16/01/2019,
3316186371,10064103,1,2,1,1,9,1,6,3,11,1,1,1,13/12/2018,
3316423007,10041867,1,6,1,1,4,2,1,3,8,2,1,1,10/12/2018,
3316071753,10070016,1,2,1,1,4,2,1,3,22,2,2,2,09/04/2019,
3117349195,10059424,1,6,1,1,4,1,1,3,13,2,2,2,04/01/2019,
3117282202,10050373,1,4,1,1,2,2,1,3,8,2,2,2,23/12/2017,
3316025870,10049404,1,5,1,1,4,2,1,1,2,2,2,2,25/02/2018,
3316062715,10053572,1,3,1,1,9,2,6,3,8,1,1,1,01/11/2018,
3316575067,10045448,1,3,1,1,5,1,2,3,15,2,2,2,28/07/2018,
3316686814,10064710,1,5,1,1,1,2,1,3,12,2,2,2,07/06/2018,
3316998945,10059602,1,6,1,1,5,1,1,3,13,2,,,13/01/2018,
3316460505,10063834,1,6,1,1,4,1,1,3,11,2,1,2,24/05/2018,
3316968573,10082388,1,5,1,1,10,1,6,1,5,2,1,1,26/04/2019,
3316011036,10054248,1,2,1,1,4,1,6,3,14,2,2,2,13/02/2019,
3316749484,10042441,1,5,1,1,5,1,8,3,11,2,2,2,16/02/2018,
3216538941,10052144,1,5,1,1,2,2,1,3,13,2,2,2,23/12/2017,
3216333411,10070978,1,5,1,1,5,2,1,3,13,2,2,2,28/03/2019,
3316232788,10041902,1,5,1,1,4,2,1,1,3,2,2,2,04/01/2019,
3316796831,10069503,1,5,1,1,5,1,1,3,8,2,2,2,26/10/2018,
3316325918,10044377,1,6,1,1,2,2,1,3,15,2,2,2,19/03/2019,
3316582681,10055384,1,6,1,1,5,2,1,3,24,2,2,2,12/12/2018,
3316175732,10041668,1,3,1,1,4,2,1,3,12,2,2,2,23/12/2017,
3316512625,10044904,1,5,1,1,5,1,1,3,11,2,2,2,23/12/2017,
3316767771,10062844,1,5,1,1,7,2,8,3,18,2,2,2,24/04/2018,
3316239607,10054072,1,4,1,1,9,1,2,3,31,2,1,2,02/05/2018,
3316242758,10047927,1,5,1,1,1,2,1,1,1,2,1,1,21/07/2018,
3316662591,10070013,1,6,1,1,4,1,1,1,1,2,2,2,04/01/2019,
3316858050,10058303,1,5,1,1,9,1,2,3,13,1,1,2,02/05/2018,
3316800839,10048895,1,5,1,1,4,1,1,1,2,1,2,2,23/12/2017,
3316774133,10077038,1,3,1,1,4,1,2,3,12,2,2,2,04/01/2019,
3316156471,10046021,1,6,1,1,4,2,1,3,13,2,2,2,15/02/2018,
3216183016,10056047,2,1,1,1,7,2,2,3,13,2,1,2,24/08/2018,
3117583504,10049214,1,3,1,1,9,2,6,1,5,2,2,2,22/01/2019,
3117169448,10046643,1,3,1,1,3,2,1,3,15,2,2,2,23/12/2017,
3117380897,10060831,1,5,1,1,2,2,1,3,13,2,2,2,04/01/2019,
3117713681,10056893,1,5,1,1,4,1,1,3,15,2,2,2,23/12/2017,
3117896652,10064044,1,6,1,1,5,2,1,3,43,2,2,2,16/03/2019,
3117999429,10053205,1,5,1,1,9,1,2,3,15,1,1,1,02/05/2018,
3117994109,10077231,1,4,1,1,5,1,1,3,8,2,2,2,04/01/2019,
3117376787,10055426,1,3,1,1,3,2,1,3,23,2,2,2,30/03/2019,
3117894555,10056066,1,5,1,1,4,1,8,3,23,2,2,2,24/04/2018,
3316336515,10046003,1,5,1,1,4,1,1,1,4,2,2,2,22/02/2019,
3316427432,10070493,2,5,1,1,10,1,1,1,1,2,2,2,06/03/2019,
3117701712,10051953,1,5,1,1,4,2,1,3,15,2,2,2,23/12/2017,
3117103446,10058601,1,6,1,1,4,1,1,3,12,2,2,2,05/04/2019,
3216277713,10054302,1,2,1,1,4,1,1,3,12,2,2,2,15/01/2018,
3216577864,10057006,1,6,1,1,4,2,1,1,1,2,2,2,23/12/2017,
3216530942,10057010,1,6,1,1,4,2,1,1,3,2,2,2,08/03/2019,
3216303341,10070805,1,5,1,1,5,2,1,3,13,2,2,2,30/03/2019,
3216864749,10057012,1,2,1,1,4,2,6,3,12,2,2,2,23/12/2017,
3216690213,10057504,1,2,1,1,3,2,2,1,3,2,1,2,09/08/2018,
3216824256,10057304,1,5,1,1,1,2,1,3,12,2,2,2,03/02/2019,
3117443357,10045333,1,4,1,1,3,2,1,3,23,2,2,2,01/11/2018,
3117455806,10050683,1,5,1,1,9,1,1,3,,2,2,2,04/02/2019,
3117914060,10043231,1,5,1,1,1,1,1,3,18,2,2,2,04/01/2019,
3117507858,10045373,1,6,1,1,4,1,1,3,15,2,2,2,19/01/2018,
3117124597,10052825,1,5,1,1,4,2,1,1,4,2,2,2,05/04/2019,
3117761303,10057882,1,6,1,1,4,1,1,1,4,2,1,2,06/04/2019,
3117761303,10057882,2,6,1,1,5,1,6,1,4,2,1,2,06/04/2019,
3316262611,10077070,1,5,1,1,1,1,1,3,15,2,,,04/01/2019,
3316875331,10082292,1,5,1,1,4,1,1,3,12,2,2,2,25/04/2019,
3316134615,10048286,1,5,1,1,1,2,1,3,8,2,1,,22/09/2018,
3316506967,10043379,1,3,1,1,9,1,2,1,2,2,1,1,02/05/2018,
3316551305,10042467,1,4,1,1,9,1,2,3,11,2,,,09/04/2019,
3117320801,10064025,1,6,1,1,5,2,1,3,27,2,2,2,03/11/2018,
3117398748,10058565,1,4,1,1,4,1,1,3,19,2,,2,08/01/2018,
3316359289,10071464,1,6,1,1,4,1,1,3,8,2,2,2,21/09/2018,
3117851177,10045387,1,5,1,1,4,1,1,1,2,2,2,2,23/12/2017,
3117959354,10047677,1,1,1,1,2,1,6,3,13,2,2,2,24/02/2018,
3216317844,10058909,3,,1,,5,,6,3,12,,1,1,15/01/2018,
3117660673,10059848,1,2,1,1,5,2,1,1,2,1,1,1,28/07/2018,
3316243873,10056101,1,1,1,1,9,1,6,1,5,2,2,2,25/02/2019,
3316596926,10046968,1,5,1,1,2,2,1,1,6,2,2,2,20/09/2018,
3216931214,10043432,1,3,1,1,1,2,1,3,13,2,2,2,23/12/2017,
3316701822,10075222,1,5,1,1,2,1,2,3,8,2,2,2,22/10/2018,
3316427432,10070493,1,3,1,1,9,1,2,3,12,2,2,1,30/01/2019,
3117724997,10060922,1,5,1,1,4,1,1,3,13,2,2,2,20/03/2018,
3117561670,10043191,1,5,1,1,4,1,1,3,15,2,2,2,23/03/2018,
3117903650,10045842,1,6,1,1,9,1,2,3,23,2,2,2,17/04/2019,
3117744324,10065010,1,3,1,1,1,2,1,3,8,2,2,2,11/10/2018,
3117027197,10060033,1,3,1,1,5,1,2,1,2,2,1,1,08/02/2018,
3117555222,10042265,1,5,1,1,4,1,1,3,15,2,2,2,04/04/2018,
3216082669,10049073,1,6,1,1,4,2,1,3,16,2,2,2,30/11/2018,
3216028496,10063191,1,5,1,1,4,1,1,3,16,2,2,2,27/04/2019,
3216832307,10052236,1,4,1,1,5,1,1,1,3,2,2,2,23/01/2019,
3216700457,10060882,1,6,1,1,4,2,1,1,3,2,2,2,17/03/2018,
3216829975,10054822,1,6,1,1,3,1,1,3,16,2,2,2,23/12/2017,
3216412641,10043829,1,5,1,1,4,2,1,1,3,2,2,2,23/12/2017,
3216378696,10042172,1,4,1,1,4,1,1,1,3,2,2,2,02/03/2019,
3216787464,10055911,1,4,1,1,5,2,1,3,40,2,2,2,24/03/2018,
3216637649,10055990,1,2,1,1,9,1,6,1,5,2,1,1,02/05/2018,
3316424635,10056667,1,6,1,1,4,1,1,3,13,2,2,2,02/04/2019,
3316139277,10057173,1,4,1,1,4,1,1,3,11,1,2,2,16/04/2018,
3216364410,10063291,1,5,1,1,4,2,1,3,13,2,2,2,04/01/2019,
3216557599,10043453,1,5,1,1,1,2,1,3,13,2,2,2,12/03/2019,
3216815347,10070508,1,4,1,1,4,2,1,3,11,2,2,2,25/03/2019,
3316635439,10041775,1,4,1,1,4,1,1,3,13,2,2,2,15/04/2019,
3316646176,10050697,1,5,1,1,2,2,1,3,15,2,2,2,19/04/2019,
3117386040,10075913,1,6,1,1,6,1,1,1,2,2,1,1,26/12/2018,
3117709640,10060347,1,4,1,1,4,2,1,3,24,2,2,2,22/02/2018,
3117055000,10059529,1,3,1,1,9,1,1,1,5,2,1,1,20/03/2019,
3117291735,10059983,1,4,1,1,5,2,1,3,13,1,1,2,07/02/2018,
3117668146,10045786,1,4,1,1,4,1,1,3,13,2,2,2,22/03/2018,
3216341739,10042495,1,4,1,1,3,2,1,3,12,2,2,2,23/12/2017,
3216567777,10042176,1,2,1,1,9,1,6,3,12,2,1,2,02/05/2018,
3117220097,10067086,1,3,1,1,4,2,1,1,4,2,2,2,23/02/2019,
3117041515,10059742,1,4,1,1,2,1,1,3,13,2,2,2,21/03/2018,
3117858593,10044637,1,5,1,1,9,1,6,3,8,2,2,2,02/05/2018,
3117195885,10070963,1,6,1,1,3,1,1,3,15,2,2,2,06/11/2018,
3316030617,10042983,1,3,1,1,5,1,2,3,8,2,2,2,18/02/2019,
3316271982,10042719,1,2,1,1,2,1,6,3,12,2,1,1,07/02/2018,
3316151378,10041747,1,5,1,1,99,2,2,3,21,2,2,2,09/04/2019,
3316312604,10048224,1,5,1,1,4,1,1,1,3,2,2,2,27/01/2019,
3316282528,10076927,1,5,1,1,4,1,1,3,12,2,2,2,04/01/2019,
3316749037,10082325,1,6,1,1,4,2,1,1,1,2,2,2,14/04/2019,
3316189534,10044091,1,3,1,1,9,1,6,1,1,1,1,2,02/05/2018,
3316843406,10056244,1,6,1,1,4,1,1,1,3,1,2,2,03/11/2018,
3316270220,10060896,1,4,1,1,4,1,6,3,13,2,2,2,01/04/2019,
3316041384,10044645,1,6,1,1,1,2,1,3,15,2,2,2,05/02/2018,
3117009255,10048058,1,5,1,1,1,2,1,1,3,2,2,2,11/04/2019,
3316759717,10056779,1,5,1,2,8,1,1,1,5,2,2,,23/12/2017,
3316334870,10047053,1,3,1,1,8,2,3,1,2,2,,,09/02/2018,
3316108251,10070433,1,5,1,1,4,1,1,3,12,2,2,2,09/09/2018,
3316202330,10082315,1,4,1,1,11,2,6,1,4,2,1,1,14/04/2019,
3316202330,10082315,2,3,1,1,4,2,6,3,13,2,2,1,25/04/2019,
3316631013,10070682,1,2,1,1,4,1,1,1,2,1,2,2,09/02/2019,
3316709610,10057408,1,4,1,1,4,2,1,3,11,2,,,23/12/2017,
3216391970,10064907,1,6,1,1,4,1,1,3,12,2,2,2,19/01/2019,
3216626581,10065810,1,5,1,1,9,1,2,3,14,2,2,2,21/06/2018,
3316313382,10042915,1,3,1,1,1,1,2,1,5,2,,,09/04/2019,
3117799549,10060706,1,5,1,1,4,2,1,1,6,1,2,2,08/05/2018,
3117763531,10068412,1,4,1,1,4,1,1,1,2,2,2,2,03/12/2018,
3117439990,10051943,1,4,1,1,2,1,1,3,12,2,2,2,11/02/2018,
3117730347,10070902,1,5,1,1,4,2,1,1,2,2,2,2,12/04/2019,
3117605905,10066820,1,3,1,1,1,2,2,3,40,2,1,2,28/02/2019,
3117435506,10067406,1,2,1,2,4,1,6,1,3,2,1,2,01/03/2019,
3117040049,10064405,1,1,1,1,4,1,1,3,26,2,2,2,27/02/2019,
3117242237,10044067,1,2,1,1,9,1,6,3,15,2,2,2,16/10/2018,
3117221697,10067765,1,6,1,1,2,2,1,1,6,2,2,2,01/08/2018,
3117975369,10055408,1,4,1,1,2,2,1,3,24,2,2,2,17/03/2019,
3316038232,10068794,1,4,1,1,4,2,1,1,4,2,2,2,16/08/2018,
3316756166,10052053,1,6,1,1,4,2,1,1,2,1,2,2,10/04/2019,
3316255626,10082392,1,4,1,1,4,1,1,3,13,2,2,2,15/04/2019,
3316761358,10070994,1,4,1,1,4,1,1,1,5,2,2,2,06/04/2019,
3117287443,10041925,1,4,1,1,5,2,1,1,6,1,,,24/04/2018,
3117597931,10064453,1,4,1,1,4,1,1,3,8,2,1,2,20/04/2019,
3316056490,10050275,1,5,1,1,4,1,1,3,13,2,2,2,23/12/2017,
3216171538,10040931,1,,,1,,2,,3,26,2,,,23/12/2017,
3216369375,10082180,1,5,1,1,4,1,1,1,5,2,2,2,22/04/2019,
3216413575,10066326,1,6,1,1,1,2,1,1,3,1,2,2,25/01/2019,
3216843357,10051675,1,4,1,1,4,1,1,1,1,2,2,2,05/04/2019,
3216826357,10070570,1,4,1,1,5,1,6,1,,2,2,2,12/04/2019,
3117194769,10068014,1,5,1,1,1,2,1,3,13,1,1,1,09/04/2019,
3117655772,10070529,1,5,1,1,4,2,1,1,5,2,2,2,13/01/2019,
3316543770,10054083,1,4,1,1,7,1,6,1,3,2,1,2,10/02/2018,
3316906997,10042121,1,5,1,1,4,1,1,3,12,2,2,2,23/12/2017,
3316210673,10071950,1,5,1,1,9,1,2,3,8,2,2,2,11/04/2019,
3316421396,10081800,1,3,1,1,4,1,2,1,1,2,2,2,27/04/2019,
3316686326,10059559,1,4,1,1,9,1,2,3,43,1,2,2,26/03/2019,
3316536892,10058922,1,2,1,1,5,1,6,3,8,2,1,2,28/05/2018,
3316594900,10058932,1,4,1,1,4,2,8,3,8,2,2,2,12/04/2019,
3316883357,10041593,1,6,1,1,4,1,1,3,12,2,2,2,13/03/2019,
3316232144,10082312,1,5,1,1,5,1,1,1,5,2,2,2,25/04/2019,
3117045590,10059688,1,,1,1,,2,8,1,4,2,,,23/01/2018,
3117772606,10064960,1,5,1,1,4,2,1,3,23,2,2,2,02/04/2019,
3117362879,10073653,1,3,1,1,5,1,2,3,8,2,1,2,07/03/2019,
3216784302,10063018,1,4,1,1,5,1,2,3,8,1,2,2,09/06/2018,
3316012259,10051680,1,4,1,1,1,1,1,1,3,2,2,2,01/02/2018,
3117546327,10069115,1,3,1,1,4,1,1,1,1,2,,,25/08/2018,
3117861684,10043642,1,5,1,1,4,2,1,3,15,2,2,2,23/12/2017,
3117078316,10058292,1,3,1,1,4,1,1,3,19,2,2,2,23/12/2017,
3117050494,10042399,1,6,1,1,4,2,1,3,32,2,,,02/04/2019,
3316497080,10041154,1,5,1,1,4,1,1,3,21,2,2,2,23/04/2018,
3316167563,10055943,1,5,1,1,5,1,1,3,36,2,2,2,28/03/2018,
3316885419,10043952,1,3,1,1,6,2,6,3,11,1,1,1,23/12/2017,
3117777129,10064472,1,6,1,1,4,2,1,1,4,2,2,2,11/04/2019,
3117687345,10050340,1,5,1,1,1,2,1,1,1,1,2,2,04/04/2019,
3117435115,10042355,1,3,1,2,4,1,1,1,4,2,2,2,24/02/2019,
3316490425,10055574,1,5,1,1,4,1,1,1,5,2,2,2,01/04/2019,
3117936705,10056336,1,4,1,1,9,1,1,3,18,2,1,2,23/07/2018,
3117032046,10051046,1,5,1,,4,2,1,3,12,2,2,,23/12/2017,
3117889599,10050712,1,4,1,1,9,1,2,3,16,1,2,2,02/05/2018,
3117827748,10048497,1,5,1,1,7,2,1,3,15,2,2,2,23/12/2017,
3117613533,10065647,1,3,1,1,4,2,1,1,4,2,2,2,19/06/2018,
3117079330,10051757,1,5,1,1,5,2,2,1,2,2,1,2,05/02/2019,
3117975726,10055533,1,4,1,1,1,2,1,1,3,2,2,2,11/03/2019,
3316568501,10042229,1,3,1,1,4,1,1,3,8,2,2,2,23/12/2017,
3316400046,10050035,1,4,1,1,2,2,8,3,13,2,,,25/08/2018,
3216221837,10043760,1,4,1,1,9,2,1,1,3,2,,,23/12/2018,
3216555280,10058342,1,5,1,1,4,2,1,3,11,1,2,2,08/02/2019,
3117232062,10065666,1,5,1,1,4,2,1,3,21,2,2,2,07/09/2018,
3117079715,10059689,1,,1,1,,2,1,3,21,2,,,29/05/2018,
3316594629,10043846,1,3,1,1,9,1,2,3,14,1,,,02/05/2018,
3316637885,10042925,1,4,1,1,2,2,1,1,3,1,2,2,07/04/2019,
3117786184,10048455,1,5,1,1,4,2,1,1,5,2,2,2,05/03/2019,
3216697055,10066905,1,3,1,1,9,1,2,3,12,2,2,2,24/11/2018,
3216263461,10066752,1,3,1,1,9,1,6,3,12,2,1,1,26/04/2019,
3216451729,10042500,1,5,1,1,4,1,1,1,3,2,2,2,17/04/2019,
3216687906,10042380,1,4,1,1,5,1,1,1,4,1,1,2,04/01/2019,
3316011628,10064009,1,4,1,1,7,1,6,1,5,2,2,2,07/01/2019,
3316646874,10081899,1,5,1,1,10,1,8,1,2,2,1,1,16/04/2019,
3316130363,10058322,1,5,1,1,4,1,1,3,12,2,2,2,17/04/2019,
3316579882,10053684,1,1,1,1,9,2,6,3,12,2,1,1,09/02/2019,
3316620398,10041996,1,3,1,1,5,2,2,1,3,2,2,2,21/02/2018,
3316261911,10060731,1,4,1,1,4,2,1,3,11,2,1,1,27/03/2018,
3316247501,10070862,1,2,1,1,4,1,1,3,12,2,2,2,15/09/2018,
3316339998,10081606,1,4,1,1,1,1,1,1,1,2,2,2,29/03/2019,
3316470554,10054529,1,2,1,1,9,1,6,1,3,2,1,2,04/03/2019,
3316507522,10049636,1,5,1,1,1,2,1,1,5,2,2,2,08/04/2019,
3316584811,10047570,1,5,1,1,8,2,8,3,8,2,2,,18/03/2019,
3316974548,10044011,1,5,1,1,4,2,1,3,15,1,2,2,23/12/2017,
3316754446,10061630,1,5,1,1,3,1,1,3,11,2,1,1,23/10/2018,
3316679983,10042051,1,5,1,1,4,2,1,3,14,2,2,2,23/12/2017,
3316646976,10054548,1,6,1,1,1,1,1,3,13,2,2,2,08/04/2019,
3316686458,10044333,1,6,1,1,4,1,1,3,11,2,2,2,07/05/2018,
3316895898,10042698,1,6,1,1,4,2,1,3,11,2,2,2,14/02/2018,
3316631277,10057696,1,3,1,1,3,1,1,3,43,2,2,2,23/12/2017,
3117573200,10047641,1,1,1,1,12,1,6,3,8,2,2,2,02/05/2018,
3117610814,10052379,1,4,1,1,9,2,2,3,15,2,2,2,02/05/2018,
3117715259,10043747,1,4,1,1,1,2,1,3,23,2,2,2,11/10/2018,
3117538935,10049584,1,1,1,1,10,1,6,1,2,2,1,2,05/03/2019,
3117811603,10052233,1,6,1,1,3,2,1,1,2,2,2,2,05/02/2019,
3117144860,10063967,1,5,1,1,4,1,1,3,15,2,2,2,26/05/2018,
3117693346,10061178,1,5,1,1,4,1,1,3,15,2,2,2,28/03/2018,
3117222462,10044660,1,5,1,1,4,2,1,3,15,2,2,2,28/02/2018,
3117097849,10063911,1,3,1,1,1,1,1,3,15,2,2,2,17/07/2018,
3117245486,10055816,1,3,1,1,2,1,1,3,13,2,2,2,02/05/2018,
3316703208,10045872,1,4,1,1,4,1,2,1,2,2,2,2,23/12/2017,
3316537947,10042177,1,5,1,1,4,2,1,1,5,2,2,2,08/03/2018,
3316114642,10042644,1,6,1,1,5,2,1,3,11,2,2,2,16/08/2018,
3316250113,10050638,1,6,1,1,4,1,5,3,14,2,2,2,23/12/2017,
3316390415,10068968,1,5,1,1,4,2,1,3,12,1,2,2,14/08/2018,
3316135862,10041326,1,6,1,1,4,1,1,3,12,2,2,2,28/02/2019,
3316693167,10042276,1,5,1,1,5,2,1,1,4,2,1,2,23/12/2017,
3117437580,10066354,1,6,1,1,2,2,1,1,5,2,2,2,16/07/2018,
3117163997,10075786,1,3,1,1,9,2,1,3,23,2,,,18/11/2018,
3216919711,10050382,1,4,1,1,4,1,1,1,4,2,2,2,09/04/2019,
3216250921,10050205,1,3,1,1,5,1,1,3,40,2,2,2,02/04/2019,
3316724684,10073926,1,6,1,1,6,1,9,3,12,2,2,2,10/10/2018,
3316308445,10048203,1,5,1,1,5,1,1,3,13,2,2,2,15/04/2019,
3117103203,10080027,1,2,1,1,9,1,1,1,6,2,1,1,06/02/2019,
3117035002,10065856,1,6,1,1,2,2,1,1,2,2,2,2,26/03/2019,
3117362530,10065088,1,5,1,1,1,2,1,3,8,2,2,2,20/02/2019,
3117534678,10050875,1,5,1,1,4,1,1,3,15,2,2,2,23/12/2017,
3117741354,10043897,1,2,1,1,5,1,6,3,8,2,2,2,07/02/2018,
3117817661,10060158,1,1,1,1,9,1,1,3,14,2,2,2,02/05/2018,
3117234736,10048749,1,3,1,1,4,2,1,3,24,2,2,2,07/03/2018,
3117691956,10061135,1,2,1,1,12,1,1,3,13,2,1,1,05/10/2018,
3117426827,10043922,1,4,1,1,4,2,1,3,15,2,2,2,13/08/2018,
3117333982,10078262,1,5,1,1,5,2,1,3,8,1,2,2,19/02/2019,
3117546323,10064944,1,6,1,1,4,1,1,3,26,2,2,2,25/06/2018,
3117741549,10071260,1,5,1,2,2,2,1,3,8,2,2,2,09/04/2019,
3117168112,10048196,1,4,1,1,2,2,1,3,13,2,2,2,07/03/2018,
3117323470,10077604,1,6,1,1,4,1,1,3,13,2,2,2,09/04/2019,
3216008033,10065506,1,6,1,1,1,2,1,3,13,1,2,2,16/06/2018,
3216264238,10064936,2,5,1,1,4,1,1,1,3,2,2,2,26/02/2019,
3216676000,10082160,1,5,1,2,4,1,1,3,14,2,2,2,23/04/2019,
3316383515,10076565,1,5,1,1,4,1,1,1,5,2,2,2,09/03/2019,
3316083204,10047952,1,3,1,2,9,2,6,1,5,2,1,1,19/02/2019,
3316198213,10042803,1,4,1,1,4,1,1,3,14,2,2,2,23/03/2019,
3316109557,10076922,1,4,1,1,2,1,1,3,12,2,2,2,04/01/2019,
3117126440,10063564,1,4,1,1,1,1,1,3,8,2,2,2,23/10/2018,
3216925645,10041704,1,4,1,1,5,1,1,3,12,2,2,2,25/08/2018,
3216229272,10055545,1,3,1,1,6,1,2,3,12,2,2,2,04/01/2019,
3316676015,10050324,1,5,1,1,5,1,6,3,11,2,1,2,05/02/2019,
3316540390,10047032,1,4,1,1,4,1,1,3,11,2,2,2,23/12/2017,
3316613405,10060263,1,3,1,1,4,1,1,3,13,2,1,1,07/03/2019,
3117232552,10074652,1,5,1,1,4,2,1,3,19,2,2,2,12/04/2019,
3117955178,10059643,1,6,1,1,4,1,1,3,15,2,2,2,11/06/2018,
3117463302,10058358,1,5,1,1,5,2,1,3,13,2,,,13/02/2018,
3117568336,10042142,1,6,1,1,4,2,1,3,15,1,2,2,23/12/2017,
3117609044,10045837,1,6,1,1,4,2,1,1,3,2,2,2,06/04/2019,
3117975842,10063502,1,2,1,1,9,2,6,1,2,2,1,2,18/03/2019,
3117700808,10042286,1,4,1,1,4,2,1,1,3,2,2,2,23/12/2017,
3117650739,10054893,1,4,1,1,4,1,1,1,3,2,2,2,23/12/2017,
3117288172,10047518,1,4,1,1,1,1,6,3,11,2,1,2,30/01/2019,
3117481158,10073901,1,4,1,1,9,1,6,1,6,2,1,2,26/04/2019,
3117004035,10061519,1,5,1,1,5,1,1,3,13,2,2,2,20/04/2018,
